path,family,old_status,new_status,old_final,new_final,old_title,old_description,old_canonical,old_h1_count,old_visible_words_approx,old_jsonld_blocks,new_title,new_description,new_canonical,new_h1_count,new_visible_words_approx,new_jsonld_blocks,initial_disposition,initial_reason
/,/,200,200,https://cosmicspiritguide.com/,https://csg-next.onrender.com/,Free Tarot Reading & Birth Chart Calculator | Cosmic Spirit Guide,"Get your free daily tarot reading and personalized birth chart. AI-powered astrology insights, compatibility tests, and spiritual guidance. No signup required for your first reading.",https://cosmicspiritguide.com,1,39,2,COSMIC SPIRIT GUIDE | Cosmic Astrology & Celestial Guidance,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,452,0,KEEP_SYNCED_OR_REVIEW_DUPLICATE,Route already resolves on new build; compare content and metadata before deciding canonical version.
/about,/about,200,404,https://cosmicspiritguide.com/about,https://csg-next.onrender.com/about,About Cosmic Spirit Guide | Free Tarot & Astrology Platform,"Meet Cosmic Spirit Guide — your AI-powered platform for free tarot readings, birth charts & astrology. Discover how we deliver personalized spiritual guidance.",https://cosmicspiritguide.com,2,248,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_REQUIRED,Trust/legal/entity page required for launch; rewrite/update rather than copy stale text.
/astrology/aquarius/aquarius,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/aquarius,https://csg-next.onrender.com/astrology/aquarius/aquarius,Aquarius Sun Aquarius Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Aquarius Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/aquarius,2,241,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/aries,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/aries,https://csg-next.onrender.com/astrology/aquarius/aries,Aquarius Sun Aries Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Aries Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/aries,2,245,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/cancer,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/cancer,https://csg-next.onrender.com/astrology/aquarius/cancer,Aquarius Sun Cancer Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Cancer Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/cancer,2,244,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/capricorn,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/capricorn,https://csg-next.onrender.com/astrology/aquarius/capricorn,Aquarius Sun Capricorn Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Capricorn Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/capricorn,2,248,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/gemini,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/gemini,https://csg-next.onrender.com/astrology/aquarius/gemini,Aquarius Sun Gemini Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Gemini Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/gemini,2,243,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/leo,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/leo,https://csg-next.onrender.com/astrology/aquarius/leo,Aquarius Sun Leo Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Leo Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/leo,2,241,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/libra,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/libra,https://csg-next.onrender.com/astrology/aquarius/libra,Aquarius Sun Libra Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Libra Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/libra,2,244,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/pisces,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/pisces,https://csg-next.onrender.com/astrology/aquarius/pisces,Aquarius Sun Pisces Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Pisces Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/pisces,2,247,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/sagittarius,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/sagittarius,https://csg-next.onrender.com/astrology/aquarius/sagittarius,Aquarius Sun Sagittarius Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Sagittarius Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/sagittarius,2,246,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/scorpio,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/scorpio,https://csg-next.onrender.com/astrology/aquarius/scorpio,Aquarius Sun Scorpio Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Scorpio Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/scorpio,2,239,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/taurus,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/taurus,https://csg-next.onrender.com/astrology/aquarius/taurus,Aquarius Sun Taurus Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Taurus Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/taurus,2,241,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aquarius/virgo,/astrology,200,404,https://cosmicspiritguide.com/astrology/aquarius/virgo,https://csg-next.onrender.com/astrology/aquarius/virgo,Aquarius Sun Virgo Moon Meaning | Free Birth Chart Guide,"Learn what Aquarius Sun with Virgo Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aquarius/virgo,2,246,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/aquarius,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/aquarius,https://csg-next.onrender.com/astrology/aries/aquarius,Aries Sun Aquarius Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Aquarius Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/aquarius,2,245,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/aries,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/aries,https://csg-next.onrender.com/astrology/aries/aries,Aries Sun Aries Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Aries Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/aries,2,239,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/cancer,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/cancer,https://csg-next.onrender.com/astrology/aries/cancer,Aries Sun Cancer Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Cancer Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/cancer,2,236,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/capricorn,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/capricorn,https://csg-next.onrender.com/astrology/aries/capricorn,Aries Sun Capricorn Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Capricorn Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/capricorn,2,240,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/gemini,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/gemini,https://csg-next.onrender.com/astrology/aries/gemini,Aries Sun Gemini Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Gemini Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/gemini,2,247,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/leo,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/leo,https://csg-next.onrender.com/astrology/aries/leo,Aries Sun Leo Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Leo Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/leo,2,242,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/libra,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/libra,https://csg-next.onrender.com/astrology/aries/libra,Aries Sun Libra Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Libra Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/libra,2,241,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/pisces,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/pisces,https://csg-next.onrender.com/astrology/aries/pisces,Aries Sun Pisces Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Pisces Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/pisces,2,246,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/sagittarius,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/sagittarius,https://csg-next.onrender.com/astrology/aries/sagittarius,Aries Sun Sagittarius Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Sagittarius Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/sagittarius,2,240,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/scorpio,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/scorpio,https://csg-next.onrender.com/astrology/aries/scorpio,Aries Sun Scorpio Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Scorpio Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/scorpio,2,245,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/taurus,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/taurus,https://csg-next.onrender.com/astrology/aries/taurus,Aries Sun Taurus Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Taurus Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/taurus,2,247,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/aries/virgo,/astrology,200,404,https://cosmicspiritguide.com/astrology/aries/virgo,https://csg-next.onrender.com/astrology/aries/virgo,Aries Sun Virgo Moon Meaning | Free Birth Chart Guide,"Learn what Aries Sun with Virgo Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/aries/virgo,2,245,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/cancer/aquarius,/astrology,200,404,https://cosmicspiritguide.com/astrology/cancer/aquarius,https://csg-next.onrender.com/astrology/cancer/aquarius,Cancer Sun Aquarius Moon Meaning | Free Birth Chart Guide,"Learn what Cancer Sun with Aquarius Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/cancer/aquarius,2,244,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
/astrology/cancer/aries,/astrology,200,404,https://cosmicspiritguide.com/astrology/cancer/aries,https://csg-next.onrender.com/astrology/cancer/aries,Cancer Sun Aries Moon Meaning | Free Birth Chart Guide,"Learn what Cancer Sun with Aries Moon means for personality, emotions, love, purpose, and your next step. Get a free birth chart reading.",https://cosmicspiritguide.com/astrology/cancer/aries,2,236,2,404: This page could not be found.,"Interactive birth charts, celestial map explorer, and cosmic readings.",,1,57,0,REBUILD_PROGRAMMATIC_IF_UNIQUE,"Programmatic family; retain only with unique intent, deterministic factual data, useful copy, and non-duplicative internal links."
